KEY,en,notes,sp,fr,de,it,pt-br
ARMOR_CAVEMANBEARD_DESC,Стойкость 2. Иммунитет к Льду.,,2 de refuerzo. Inmunidad al hielo.,Garde +2. Immunité à la glace.,Wappnen&nbsp;2. Immun gegen Eis.,Guardia 2. Immunità al Ghiaccio.,Preparação 2. Imunidade contra gelo.
ARMOR_SABERTOOTHEDPELT_NAME,Саблезубая Шкура,,Piel de dientes de sable,Fourrure de smilodon,Säbelzahnpelz,Pelle dello Smilodonte,Pele de Dentes-de-Sabre
ARMOR_SABERTOOTHEDPELT_DESC,+2 Регенерация Здоровья. Иммунитет к Льду.,,+2 de regeneración de salud. Inmunidad al hielo.,Régénération de PV +2. Immunité à la glace.,+2&nbsp;Lebensregeneration. Immun gegen Eis.,+2 a Rigenerazione Salute. Immunità al Ghiaccio.,+2 de regeneração de saúde. Imunidade contra gelo.
SETBONUS_WOOLLY_NAME,Бонус Шерстистого Набора!,,¡Bonificación de conjunto lanudo!,Bonus d'ensemble&nbsp;: laineux&nbsp;!,Setbonus: Wollhaarrüstung!,Bonus Set: Lanoso!,Bônus de Conjunto Lanoso!
SETBONUS_WOOLLY_DESC,Начните с Очарованным Мамонтенком.,,Empieza con una cría de mamut embrujada.,Vous débutez avec un bébé mammouth envoûté.,Beginne jeden Kampf mit einem freundlichen Mammutbaby.,Inizi con un Cucciolo di Mammut Ammaliato.,Inicie com um mamute bebê enfeitiçado.
,,,,,,,
,,,,,,,
//parasites,,,,,,,
ARMOR_ANGRYWORM_NAME,Злой Червь,,Lombriz furiosa,Ver enragé,Wütender Wurm,Verme Arrabbiato,Verme Irritado
ARMOR_ANGRYWORM_DESC,Ваша базовая атака бьет доп. раз на 1 урон.,,El ataque básico golpea otra vez con 1 de daño.,"Votre attaque de base frappe une fois de plus, infligeant 1&nbsp;dégât.",Dein Grundangriff trifft ein zusätzliches Mal mit 1&nbsp;Schaden.,Il tuo attacco base colpisce una volta in più e infligge 1 danno.,Seu ataque básico golpeia uma vez adicional para causar 1 de dano.
ARMOR_BEANPARASITE_NAME,Бобовый Паразит,,Alubia parásita,Parasite haricot,Bohnenparasit,Parassita dei Fagioli,Parasita de Feijão
ARMOR_BEANPARASITE_DESC,Замешательство 99.,,99 de confusión.,Confusion 99.,Verwirrung&nbsp;99.,Confusione 99.,Confusão 99.
ARMOR_BEEPIS_NAME,Бипис,,Beepis,Bipis,Beepis,Beepis,Beepis
ARMOR_BEEPIS_DESC,"Ваши пассивки дублируются во время битвы.
Ваши заклинания стоят +2 маны и могут быть использованы лишь раз за ход.",,"Sus pasivas se duplican en combate.
Sus hechizos cuestan +2 de maná y solo pueden lanzarse una vez por turno.","En combat, vos passifs sont dupliqués.
Vos sorts coûtent +2&nbsp;mana et ne peuvent être utilisés qu'une fois par tour.","Deine Passiveffekte sind während des Kampfes verdoppelt.
Deine Zauber kosten +2&nbsp;Mana und können nur einmal pro Zug verwendet werden.","Le tue abilità passive vengono duplicate durante la battaglia.
I tuoi incantesimi costano +2 mana e possono essere usati solo una volta per turno.","Suas habilidades passivas são duplicadas durante a batalha.
Seus encantamentos custam +2 de mana e só podem ser utilizados uma vez por turno."
ARMOR_BESTBUD_NAME,Лучший Кореш,,Coleguita,Meilleur ami,Bester Kumpel,Miglior Amico,Melhor Amigo
ARMOR_BESTBUD_DESC,"10% шанс сломаться при получении урона.
При поломке получите постоянного фамильяра-Пиявку.",,"10 % de probabilidad de romperse al sufrir daño.
Cuando se rompe, esta unidad obtiene un familiar sanguijuela permanente.","10&nbsp;% de chances de se briser quand vous subissez des dégâts.
Brisé, vous obtenez une sangsue de compagnie de façon permanente.","Geht mit 10%iger Wahrscheinlichkeit kaputt, wenn du Schaden erleidest.
Wenn dieser Gegenstand kaputtgeht, erhältst du dauerhaft einen Blutegelbegleiter.","10% di probabilità di rompersi quando subisci danno.
Quando si rompe, ottieni un famiglio Sanguisuga permanente.","10% de chance de quebrar ao sofrer dano.
Quando este item se quebrar, obtenha um familiar sanguessuga permanente."
ARMOR_COOTIES_NAME,Зараза,,Pipis,Morpions,Seuche,Pidocchietti,Piolhos
ARMOR_COOTIES_DESC,"Ваша базовая атака накладывает Слабость, Гниение и Заражение.",,"El ataque básico inflige debilidad, putrefacción e infestación.","Votre attaque de base inflige Vulnérabilité, Décomposition et Infestation.","Dein Grundangriff verursacht Schwäche, Fäulnis und Infiziert.","Il tuo attacco base infligge Debolezza, Putrefazione e Infestato.","Seu ataque básico aplica fraqueza, apodrecimento e infestação."
ARMOR_CORDYCEPS_NAME,Кордицепс,,Cordyceps,Cordyceps,Cordyceps,Cordyceps,Cordyceps
ARMOR_CORDYCEPS_DESC,30% шанс получить +2 [img:spd] и перейти под контроль ИИ в начале хода.,,30 % de probabilidad de obtener +2 [img:spd] y pasa a estar bajo control de la IA al inicio del turno.,30&nbsp;% de chances d'obtenir [img:spd] +2&nbsp;et que l'IA prenne le contrôle au début de votre tour.,"30%ige Wahrscheinlichkeit, am Anfang des Zuges +2&nbsp;[img:spd] zu erhalten und computergesteuert zu werden.",30% di probabilità di ottenere +2 alla [img:spd] e di essere sotto controllo dell'IA all'inizio del tuo turno.,30% de chance de obter +2 de [img:spd] e ficar sob controle do computador no início do seu turno.
ARMOR_CUNCH_NAME,Канч,,Cunch,Conque,Kantsch,Cuncho,Cunch
ARMOR_CUNCH_DESC,"Вы можете использовать базовую атаку и движение доп. раз каждый ход.
Ваши пассивки отключены в бою.",,"Puede lanzar el ataque básico y usar la acción de movimiento otra vez cada turno.
Las pasivas se deshabilitan durante el combate.","Vous pouvez utiliser votre attaque de base et votre action de déplacement une fois de plus chaque tour.
Vos passifs sont désactivés durant le combat.","Du kannst deinen Grundangriff und deine Bewegungsaktion ein zusätzliches Mal pro Zug verwenden.
Deine Passiveffekte sind während des Kampfes deaktiviert.","Puoi usare il tuo attacco base e l'azione di movimento una volta in più ogni turno.
Le tue abilità passive sono disattivate durante la battaglia.","Você pode utilizar seu ataque básico e sua ação de movimento uma vez adicional por turno.
Suas habilidades passivas são desabilitadas durante a batalha."
ARMOR_CYMOTHOAEXIGUA_NAME,"Мокрица, Пожирающая Язык",,Cymothoa exigua,Pou mange-langue,Cymothoa Exigua,Cymothoa Exigua,Cymothoa Exigua
ARMOR_CYMOTHOAEXIGUA_DESC,,,,,,,
ARMOR_EYEWORM_NAME,Глазной Червь,,Lombriz ocular,Ver oculaire,Augenwurm,Verme dell'Occhio,Verme de Olho
ARMOR_EYEWORM_DESC,"+10% Шанс Промаха. 75% шанс экипировать часть брони Опарыша в начале каждой битвы.
Это уничтожит любую замененную броню.",,"+10 % de probabilidad de fallo. 75 % de probabilidad de equiparse con una pieza de armadura de larva al inicio de cada combate.
Esto destruye cualquier armadura que sustituya.","Risques d'échec +10&nbsp;%. 75&nbsp;% de chances d'équiper un élément d'armure de l'ensemble larve au début de chaque combat.
Détruit l'élément d'armure remplacé.","+10&nbsp;% Wahrscheinlichkeit, dass Angriffe verfehlen. 75%ige Wahrscheinlichkeit, am Anfang jedes Kampfes ein Madenrüstungsstück auszurüsten.
Zerstört das Rüstungsstück, das es ersetzt.","+10% di probabilità di mancare il bersaglio. 75% di probabilità di equipaggiare un pezzo di armatura Baco all'inizio di ogni battaglia.
Distruggerà qualsiasi armatura che sostituisce.","+10% de chance de erro. 75% de chance de equipar uma peça de armadura de larva no início de cada batalha.
Isto destrói qualquer armadura que seja substituída."
ARMOR_FEEBIS_NAME,Фибис,,Feebis,Fibis,Feebis,Feebis,Feebis
ARMOR_FEEBIS_DESC,"Ваши заклинания стоят -2 маны, и первое заклинание в ходу срабатывает дважды.
Ваша базовая атака — Тычок, а дальность движения — 1.",,"Sus hechizos cuestan -2 de maná y el primero que se lanza cada turno se duplica.
El ataque básico es el empujón y el alcance del movimiento es 1.","Vos sorts coûtent -2&nbsp;mana et le premier que vous lancez à chaque tour est lancé deux fois.
Votre attaque de base devient Pichenette et votre portée de déplacement est de 1.","Deine Zauber kosten -2&nbsp;Mana und der erste, den du wirkst, wird doppelt gewirkt.
Dein Grundangriff ist Pieksen und deine Bewegungsreichweite ist 1.","I tuoi incantesimi costano -2 mana e il primo che lanci ogni turno è un doppio lancio.
Il tuo attacco base è Buffetto e il tuo raggio di movimento è 1.","Seus encantamentos custam -2 de mana e seu primeiro lançamento em cada turno é duplo.
Seu ataque básico é cutucão e seu alcance de movimento é 1."
ARMOR_HEALWORM_NAME,Червь-Лекарь,,Lombriz curativa,Ver curatif,Heilwurm,Verme Curativo,Verme Intestinal
ARMOR_HEALWORM_DESC,+2 Регенерация Здоровья.,,+2 de regeneración de salud.,Régénération de PV +2.,+2&nbsp;Lebensregeneration.,+2 a Rigenerazione Salute.,+2 de regeneração de saúde.
ARMOR_HOOKWORM_NAME,Анкилостома,,Verme,Ver ankylostome,Hakenwurm,Anchilostoma,Ancilóstomo
ARMOR_HOOKWORM_DESC,Призовите Очарованную Пиявку при получении урона.,,Genera una sanguijuela embrujada al sufrir daño.,"Quand vous subissez des dégâts, une sangsue envoûtée est invoquée.","Rufe einen freundlichen Blutegel, wenn du Schaden erleidest.",Generi una Sanguisuga Ammaliata quando subisci danno.,Gere uma sanguessuga enfeitiçada ao sofrer dano.
ARMOR_LICE_NAME,Вши,,Piojos,Poux,Läuse,Pidocchi,Piolhos
ARMOR_LICE_DESC,Ушиб 1. Призовите очарованную Вошь при получении урона.,,1 de moratón. Genera un piojo embrujado al sufrir daño.,"Contusion +1. Quand vous subissez des dégâts, un puceron envoûté est invoqué.","Beulen&nbsp;1. Rufe eine freundliche Laus, wenn du Schaden erleidest.",Livido 1. Generi un Pidocchio Ammaliato quando subisci danno.,Contusão 1. Gere um piolho enfeitiçado ao sofrer dano.
ARMOR_MALARIA_NAME,Малярия,,Malaria,Paludisme,Malaria,Malaria,Malária
ARMOR_MALARIA_DESC,"В конце каждой битвы все ваши статы навсегда снижаются на 1.
Призовите 2 Очарованных Роя Мух, когда вас вырубают.
Если [img:con] 0 или меньше, начинайте битву вырубленным.",,"Al final de cada combate, todos los atributos se reducen en 1 para siempre.
Esta unidad genera 2 enjambres de moscas embrujadas cuando está abatida.
Si tiene 0 o menos [img:con], comienza cada combate abatida.","À la fin de chaque combat, vous subissez Baisse de stats +1&nbsp;de façon permanente.
K.O., 2&nbsp;essaims de mouches envoûtées sont invoqués.
Si votre [img:con] est de 0&nbsp;ou moins, vous serez K.O. au début de chaque combat.","Am Ende jedes Kampfes werden all deine Attribute dauerhaft um 1&nbsp;verringert.
Rufe 2 freundliche Fliegenschwärme, wenn du in Ohnmacht fällst.
Wenn deine [img:con] 0 oder weniger beträgt, beginnst du den Kampf ohnmächtig.","Alla fine di ogni battaglia, tutte le tue statistiche vengono ridotte permanentemente di 1.
Quando sei KO generi 2 Sciami di Mosche Ammaliate. 
Se la tua [img:con] è 0 o inferiore, inizi ogni battaglia KO.","No final de cada batalha, todos os seus atributos são permanente reduzidos em 1.
Gere 2 enxames de moscas enfeitiçadas ao ficar inconsciente.
Se a sua [img:con] for igual ou menor do que 0, inicie cada batalha inconsciente."
ARMOR_NAEGLERIAFOWLERI_NAME,Неглерия Фоулера,,Naegleria fowleri,Naegleria fowleri,Naegleria Fowleri,Naegleria Fowleri,Naegleria Fowleri
ARMOR_NAEGLERIAFOWLERI_DESC,"Стойкость {aux}.
Получите -1 [img:int] в конце каждой битвы, навсегда.
Это получает +2 [img:shield] и +1 Стойкость в конце каждой битвы.
Если [img:int] 0 или меньше, начинайте битву вырубленным.",,"{aux} de refuerzo.
Obtiene -1 [img:int] al final de cada combate, para siempre.
Obtiene +2 [img:shield] y +1 de refuerzo al final de cada combate. 
Si tiene 0 [img:int] o menos, esta unidad comienza cada combate abatida.","Garde {aux}.
[img:int] -1&nbsp;à la fin de chaque combat, de façon permanente.
Cet objet gagne [img:shield] +2&nbsp;et Garde +1&nbsp;à la fin de chaque combat.
Si votre [img:int] est de 0&nbsp;ou moins, vous serez K.O. au début de chaque combat.","Wappnen&nbsp;{aux}.
Erleide am Anfang jedes Kampfes dauerhaft -1&nbsp;[img:int].
Dies erhält am Ende jedes Kampfes +2&nbsp;[img:shield] und +1&nbsp;Wappnen.
Wenn deine [img:int] 0 oder weniger beträgt, beginnst du den Kampf ohnmächtig.","Guardia {aux}.
Ottieni -1 all'[img:int] alla fine di ogni battaglia, permanentemente.
Ottiene +2 allo [img:shield] e +1 alla Guardia alla fine di ogni battaglia.
Se la tua [img:int] è 0 o inferiore, inizi ogni battaglia KO.","Preparação {aux}.
Obtenha -1 de [img:int] permanentemente no final de cada batalha.
Este item obtém +2 de [img:shield] e +1 de preparação no final de cada batalha.
Se a sua [img:int] for igual ou menor do que 0, inicie cada batalha inconsciente."
ARMOR_SACCULINACARCINI_NAME,Саккулина,,Sacculina carcini,Sacculina carcini,Sackkrebse,Sacculina Carcini,Sacculina Carcini
ARMOR_SACCULINACARCINI_DESC,,,,,,,
ARMOR_SCABIES_NAME,Чесотка,,Escabiosis,Gale,Krätze,Scabbia,Sarna
ARMOR_SCABIES_DESC,Ушиб 2. Призовите очарованную Блоху при получении урона.,,2 de moratón. Genera una pulga embrujada al sufrir daño.,"Contusion +2. Quand vous subissez des dégâts, une puce envoûtée est invoquée.","Beulen&nbsp;2. Rufe einen freundlichen Floh, wenn du Schaden erleidest.",Livido 2. Genera una Pulce Ammaliata quando subisci danno.,Contusão 2. Gere uma pulga enfeitiçada ao sofrer dano.
ARMOR_SOULSUCKER_NAME,Душесос,,Chupaalmas,Suceur d'âmes,Seelensauger,Succhia-Anime,Suga-Almas
ARMOR_SOULSUCKER_DESC,Восстановите 2 маны при убийстве врага.,,Restaura 2 de maná al matar a un enemigo.,Mana +2&nbsp;quand vous tuez un ennemi.,"Stelle 2&nbsp;Mana wieder her, wenn du einen Gegner tötest.",Recuperi 2 mana quando uccidi un nemico.,Restaure 2 de mana ao matar um inimigo.
ARMOR_THETICK_NAME,Клещ,,Garrapata,La Tique,Die Zecke,La Zecca,Carrapato
ARMOR_THETICK_DESC,"Наложите Понижение Всех Характеристик на боссов и минибоссов в начале каждой битвы.
Исцелите +12 ОЗ в конце каждой битвы.",,"Inflige reducción total a los jefes y minijefes al inicio de cada combate.
Recupera +12 PS al final de cada combate.","Inflige Baisse de stats aux boss et miniboss au début de chaque combat.
Rend +12&nbsp;PV à la fin de chaque combat.","Verursache am Anfang des Kampfes bei Bossen und Minibossen einen Malus auf alle Attribute.
Heile dich am Ende jedes Kampfes um +12&nbsp;LP.","Infliggi Diminuzione delle Statistiche a boss e miniboss all'inizio di ogni battaglia.
Rigeneri +12 PS alla fine di ogni battaglia.","Aplique todos os atributos diminuídos em chefes e mini chefes no início de cada batalha.
Cure 12 PV no final de cada batalha."
ITEM_EUHAPLORCHISCALIFORNIENSIS_NAME,Сосальщик,,Euhaplorchis californiensis,Euhaplorchis californiensis,Euhaplorchis Californiensis,Euhaplorchis Californiensis,Euhaplorchis Californiensis
ITEM_EUHAPLORCHISCALIFORNIENSIS_DESC,Начните с Замешательством 3.,,Empieza con 3 de confusión.,Vous débutez avec Confusion +3.,Beginne jeden Kampf mit Verwirrung&nbsp;3.,Inizi con Confusione 3.,Inicie com confusão 3.
ITEM_PAROUSWORM_NAME,Паросский Червь,,Lombriz parturienta,Ver fécond,Parasitärer Wurm,Verme Paro,Verme Parasita
ITEM_PAROUSWORM_DESC,66% шанс найти случайного паразита в конце каждой битвы.,,66% de probabilidad de encontrar un parásito al azar al final de cada combate.,66&nbsp;% de chances de trouver un parasite aléatoire à la fin de chaque combat.,66%ige Wahrscheinlichkeit am Ende jedes Kampfes einen zufälligen Parasiten zu finden.,66% di probabilità di trovare un parassita casuale alla fine di ogni battaglia.,66% de chance de encontrar um parasita aleatório no final de cada batalha.
